~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                       1200.00                  : Start Depth
 STOP.m                       2069.25                  : Stop  Depth
 STEP.m                       0.25                     : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK PETROLEUM                : Company Name
 WELL.                   BILABRI D4                    : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BILABRI                       : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         20/12/2006                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------
DEPTH.m                                      :   0 Depth Hole
TVD.m                                        :   1 True Vertical Depth
ROP_AVG.m/hr                                 :   2 Depth Averaged ROP
GR1AX.API                                    :   3 Gamma Ray - Apparent - Detector 1
RACLX.ohm.m                                  :   4 Resistivity Attenuation - Corrected - 400kHz
RPCHX.ohm.m                                  :   5 Resistivity Phase - Corrected - 2MHz
TCDX.degF                                    :   6 Downhole Temperature
#----------------------------------------------------------------------
~O
Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#----------------------------------------------------------------------
~A
  1260.25        1260.32         67.97         63.3           4.428         3.922       130.6  
  1260.50        1260.48         64.38         57.6           4.431         4.310       130.7  
  1260.75        1260.63         60.77         57.7           4.435         4.698       130.7  
  1261.00        1260.93         53.88         58.0           4.438         5.086       130.7  
  1261.25        1261.24         62.30         58.4           4.441         5.474       130.8  
  1261.50        1261.54         72.16         58.7           4.444         5.862       130.8  
  1261.75        1261.85         80.18         59.0           4.447         6.250       130.8  
  1262.00        1261.98         74.95         59.3           4.450         6.638       130.9  
  1262.25        1262.15         67.72         59.6           4.454         7.026       130.9  
  1262.50        1262.46         56.52         60.0           4.457         7.414       131.0  
  1262.75        1262.76         42.72         60.3           4.460         7.802       131.0  
  1263.00        1263.07         38.62         60.6           4.463         8.190       131.0  
  1263.25        1263.23         37.14         60.9           4.466         8.578       131.1  
  1263.50        1263.37         35.77         61.2           4.469         8.966       131.1  
  1263.75        1263.68         33.72         61.6           4.474         9.485       131.2  
  1264.00        1263.98         33.43         61.9           4.114         8.616       131.2  
  1264.25        1264.29         30.67         62.2           3.573         7.308       131.2  
  1264.50        1264.59         33.11         62.5           3.032         6.001       131.3  
  1264.75        1264.73         34.18         62.8           2.491         4.693       131.3  
  1265.00        1264.90         35.52         63.1           1.950         3.386       131.3  
  1265.25        1265.20         36.12         62.6           1.409         2.078       131.4  
  1265.50        1265.51         42.18         62.2           1.101         1.336       131.4  
  1265.75        1265.81         19.59         61.8           0.960         1.125       131.5  
  1266.00        1265.98         19.61         61.4           0.862         0.978       131.5  
  1266.25        1266.11         19.63         60.9           0.763         0.831       131.5  
  1266.50        1266.42         22.04         60.5           0.664         0.684       131.6  
  1266.75        1266.72         26.36         60.2           0.610         0.603       131.6  
  1267.00        1267.03         34.24         61.8           0.603         0.594       131.6  
  1267.25        1267.33         34.65         63.0           0.598         0.587       131.7  
  1267.50        1267.48         34.50         64.2           0.593         0.581       131.7  
  1267.75        1267.64         34.33         65.4           0.588         0.574       131.9  
  1268.00        1267.94         33.24         66.0           0.583         0.567       132.1  
  1268.25        1268.25         28.54         63.9           0.576         0.558       132.3  
  1268.50        1268.48         25.45         62.4           0.576         0.561       132.5  
  1268.75        1268.73         22.04         60.9           0.578         0.570       132.7  
  1269.00        1268.98         18.64         59.5           0.576         0.567       132.9  
  1269.25        1269.16         16.10         58.3           0.573         0.561       133.1  
  1269.50        1269.48         20.96         58.0           0.570         0.554       133.4  
  1269.75        1269.73         24.85         57.8           0.567         0.546       133.6  
  1270.00        1269.98         28.74         56.7           0.566         0.547       133.8  
  1270.25        1270.23         32.63         55.8           0.566         0.549       134.0  
  1270.50        1270.48         36.52         54.9           0.566         0.552       134.2  
  1270.75        1270.69         39.81         54.8           0.576         0.558       134.5  
  1271.00        1270.99         29.49         54.6           0.585         0.564       134.5  
  1271.25        1271.30         21.56         54.5           0.594         0.570       134.5  
  1271.50        1271.47         16.99         60.4           0.636         0.603       134.5  
  1271.75        1271.60         13.79         67.3           0.667         0.638       134.5  
  1272.00        1271.91         29.45         74.2           0.701         0.676       134.5  
  1272.25        1272.21         68.42         74.2           0.743         0.793       134.6  
  1272.50        1272.51         50.77         74.2           0.758         0.768       134.6  
  1272.75        1272.82         72.95         74.2           0.775         0.740       134.7  
  1273.00        1272.97         74.36         74.2           0.767         0.784       134.7  
  1273.25        1273.12         75.72         74.2           0.762         0.789       134.7  
  1273.50        1273.43         96.20         80.5           0.757         0.793       134.8  
  1273.75        1273.73         72.35         79.6           0.741         0.719       134.8  
  1274.00        1274.04         80.94         78.3           0.727         0.653       134.9  
  1274.25        1274.34        101.24         77.6           0.731         0.673       134.9  
  1274.50        1274.47        113.95         79.6           0.735         0.693       135.0  
  1274.75        1274.65        130.77         80.9           0.739         0.708       135.0  
  1275.00        1274.95        121.48         83.9           0.762         0.749       135.1  
  1275.25        1275.26        111.55         88.2           0.780         0.768       135.1  
  1275.50        1275.56         88.87         87.6           0.798         0.787       135.2  
  1275.75        1275.72         78.73         86.2           0.813         0.803       135.2  
  1276.00        1275.87         69.79         85.0           0.816         0.784       135.2  
  1276.25        1276.17         79.49         82.4           0.832         0.741       135.3  
  1276.50        1276.48         81.74         88.2           0.841         0.716       135.3  
  1276.75        1276.78         64.71         89.4           0.852         0.934       135.4  
  1277.00        1277.09         55.90         92.0           0.858         0.843       135.4  
  1277.25        1277.22         53.16         90.6           0.864         0.758       135.5  
  1277.50        1277.39         49.85         89.1           0.864         0.758       135.5  
  1277.75        1277.70         40.92         88.7           0.884         0.837       135.6  
  1278.00        1278.00         41.03         91.2           0.895         0.881       135.6  
  1278.25        1278.30         39.12         94.4           0.922         0.902       135.6  
  1278.50        1278.47         43.00        103.6           0.941         0.916       135.7  
  1278.75        1278.61         46.13        100.4           0.965         0.934       135.7  
  1279.00        1278.91         47.11         97.4           0.976         0.956       135.8  
  1279.25        1279.22         37.96         94.0           0.990         0.923       135.8  
  1279.50        1279.52         34.87         95.9           0.997         0.926       135.9  
  1279.75        1279.83         33.26         97.8           1.006         0.930       135.9  
  1280.00        1279.97         29.86         95.9           1.016         0.934       136.0  
  1280.25        1280.13         26.10         96.0           1.022         0.970       136.0  
  1280.50        1280.44         21.92         96.2           1.025         0.990       136.0  
  1280.75        1280.74         18.13         96.4           1.026         0.997       136.1  
  1281.00        1281.05         20.47         99.7           1.027         1.001       136.1  
  1281.25        1281.22         18.73        101.4           1.027         0.988       136.2  
  1281.50        1281.35         17.44        103.6           1.026         0.976       136.2  
  1281.75        1281.66         17.81        105.0           1.026         0.967       136.3  
  1282.00        1281.96         26.67        103.1           1.029         0.964       136.3  
  1282.25        1282.27         31.85        101.7           1.031         0.961       136.4  
  1282.50        1282.57         35.74        100.2           1.033         0.959       136.4  
  1282.75        1282.72         37.68         98.8           1.036         0.956       136.4  
  1283.00        1282.88         39.64         97.8           1.037         0.956       136.5  
  1283.25        1283.18         34.88         95.9           1.038         0.956       136.5  
  1283.50        1283.49         33.95         94.5           1.039         0.956       136.6  
  1283.75        1283.79         29.48         93.5           1.036         0.957       136.6  
  1284.00        1284.09         26.95         91.8           1.031         0.960       136.7  
  1284.25        1284.22         25.23         90.1           1.026         0.962       136.7  
  1284.50        1284.40         22.83         91.4           1.022         0.964       136.8  
  1284.75        1284.70         19.50         93.3           1.015         0.967       136.8  
  1285.00        1285.01         21.23         95.3           1.026         0.968       136.8  
  1285.25        1285.31         22.74         97.2           1.046         0.970       136.9  
  1285.50        1285.47         22.56         99.2           1.066         0.972       136.9  
  1285.75        1285.62         22.40        101.1           1.086         0.974       137.0  
  1286.00        1285.92         22.93        103.1           1.106         0.976       137.0  
  1286.25        1286.23         19.65        105.5           1.125         0.978       137.1  
  1286.50        1286.53         18.79        101.5           1.374         1.177       137.1  
  1286.75        1286.84         18.72         96.1           1.608         1.363       137.2  
  1287.00        1286.97         17.69         90.8           1.926         1.615       137.2  
  1287.25        1287.14         16.39         84.8           2.666         4.766       137.2  
  1287.50        1287.45         16.34         67.8           3.819         9.668       137.2  
  1287.75        1287.75         16.80         48.7           5.158        15.364       137.2  
  1288.00        1288.06         27.88         35.2           9.521        22.276       137.2  
  1288.25        1288.22         27.52         29.9          14.727        30.523       137.2  
  1288.50        1288.36         27.21         25.9          19.933        38.770       137.2  
  1288.75        1288.67         25.25         22.7        4968.290        98.940       137.2  
  1289.00        1288.97         29.04         31.9       18402.873       224.645       137.2  
  1289.25        1289.27         26.78         24.1       18402.873       342.827       137.2  
  1289.50        1289.58         32.99         17.4       18402.873       461.009       137.2  
  1289.75        1289.72         36.16         17.5       18402.873       579.192       137.2  
  1290.00        1289.88         39.84         17.5       18402.873       697.374       137.2  
  1290.25        1290.19         38.98         17.6       18402.873       815.557       137.2  
  1290.50        1290.49         48.18         17.7       18402.873       933.739       137.2  
  1290.75        1290.80         43.74         17.7       18402.873      1051.921       137.2  
  1291.00        1290.97         41.69         17.8       18402.873      1170.104       137.2  
  1291.25        1291.10         40.10         17.9       18402.873      1288.286       137.2  
  1291.50        1291.41         44.50         17.9       18402.873      1406.469       137.2  
  1291.75        1291.71         55.05         18.0       18402.873      1524.651       137.2  
  1292.00        1292.02         62.31         18.0       18402.873      1642.833       137.2  
  1292.25        1292.32         47.26         18.1       18402.873      1761.016       137.2  
  1292.50        1292.47         45.68         18.2       18402.873      1879.198       137.2  
  1292.75        1292.63         44.01         18.2       18402.873      1997.381       137.2  
  1293.00        1292.93         59.01         18.3       18402.873      2115.563       137.2  
  1293.25        1293.24         77.23         18.3       18402.873      2233.746       137.2  
  1293.50        1293.54        103.54         18.4       18402.873      2351.928       137.2  
  1293.75        1293.72        118.49         18.5       18402.873      2470.110       137.2  
  1294.00        1293.85        129.02         18.5       18402.873      2588.293       137.2  
  1294.25        1294.15        123.39         18.6       18402.873      2706.475       137.2  
  1294.50        1294.45         96.47         18.6       18402.873      2824.658       137.2  
  1294.75        1294.76         71.23         18.7       18402.873      2942.840       137.2  
  1295.00        1295.06         67.22         18.8       18402.873      3069.812       137.2  
  1295.25        1295.22         55.84         18.8       18402.873      2992.197       137.2  
  1295.50        1295.37         44.82         18.9       18402.873      2908.347       137.2  
  1295.75        1295.67         42.96         18.9       18402.873      2824.497       137.2  
  1296.00        1295.98         43.01         19.0       18402.873      2740.646       137.2  
  1296.25        1296.28         38.57         19.1       18402.873      2656.796       137.2  
  1296.50        1296.59         35.56         19.1       18402.873      2572.945       137.2  
  1296.75        1296.72         35.49         19.2       18402.873      2489.095       137.2  
  1297.00        1296.89         35.38         19.2       18402.873      2405.244       137.2  
  1297.25        1297.22         24.85         19.3       18402.873      2280.590       137.2  
  1297.50        1297.50         15.69         19.0       18402.873      2195.361       137.2  
  1297.75        1297.72         16.39         18.8       18402.873      2029.343       137.2  
  1298.00        1297.97         17.21         18.5       18402.873      1863.324       137.2  
  1298.25        1298.22         18.03         18.2       18402.873      1697.306       137.2  
  1298.50        1298.47         18.84         18.0       18402.873      1531.288       137.2  
  1298.75        1298.72         19.66         17.9       18402.873      1413.453       137.2  
  1299.00        1298.97         20.48         18.5       18402.873      1179.398       137.2  
  1299.25        1299.33         21.66         18.9       18402.873       997.992       137.2  
  1299.50        1299.47         18.88         19.4       18402.873       816.586       137.2  
  1299.75        1299.63         15.51         19.8       18402.873       635.181       137.2  
  1300.00        1299.94         10.41         20.2       18402.873       453.775       137.2  
  1300.25        1300.24          6.04         20.7       18402.873       351.930       137.2  
  1300.50        1300.55         52.51         24.2       18402.873       227.808       137.2  
  1300.75        1300.72         87.85         28.4       18402.873       134.108       137.2  
  1301.00        1300.85        116.47         32.8       18402.873       120.275       137.2  
  1301.25        1301.16        160.00         34.7       18402.873       105.140       137.2  
  1301.50        1301.46        180.44         36.6       18402.873        90.005       137.2  
  1301.75        1301.77        135.94         39.5       18402.873        67.726       137.2  
  1302.00        1302.07        104.38         37.6         218.183        63.794       137.2  
  1302.25        1302.22         97.04         32.8         176.195        57.995       137.2  
  1302.50        1302.38         88.90         35.1         137.874        52.703       137.3  
  1302.75        1302.68        119.72         38.6          99.554        47.410       137.3  
  1303.00        1302.99        142.48         42.1          61.233        42.118       137.3  
  1303.25        1303.29        165.75         45.8          24.423        35.249       137.3  
  1303.50        1303.47        160.58         45.2          22.976        31.953       137.4  
  1303.75        1303.60        156.75         44.5          19.188        23.015       137.4  
  1304.00        1303.90        142.93         44.3          17.296        18.206       137.4  
  1304.25        1304.20        138.90         55.4          15.303        11.819       137.4  
  1304.50        1304.51        144.81         62.6          13.865         7.213       137.5  
  1304.75        1304.81        152.68         59.1          12.997         4.432       137.5  
  1305.00        1304.97        140.06         53.7          11.917         8.564       137.5  
  1305.25        1305.12        127.25         46.8          11.351        10.728       137.5  
  1305.50        1305.42         87.20         46.7          10.849        11.261       137.6  
  1305.75        1305.73         90.55         46.5          10.453        11.682       137.6  
  1306.00        1306.03         78.76         46.4          10.057        12.102       137.6  
  1306.25        1306.34         96.10         46.3           9.660        12.522       137.6  
  1306.50        1306.46        103.19         45.8           9.264        12.943       137.7  
  1306.75        1306.64        113.09         45.4           8.541        13.595       137.7  
  1307.00        1306.95         91.05         44.8           7.438        11.679       137.7  
  1307.25        1307.25        103.21         47.7           6.965         9.954       137.8  
  1307.50        1307.56        120.26         51.1           6.492         8.229       137.8  
  1307.75        1307.71        118.62         50.3           6.020         6.504       137.8  
  1308.00        1307.86        117.10         49.6           5.547         4.779       137.8  
  1308.25        1308.17         65.12         48.9           5.074         3.054       137.9  
  1308.50        1308.47         46.35         48.2           4.787         2.006       137.9  
  1308.75        1308.77         51.10         47.5           4.947         2.859       137.9  
  1309.00        1309.08         57.99         46.8           5.063         3.471       137.9  
  1309.25        1309.21         67.67         46.1           5.178         4.082       138.0  
  1309.50        1309.38         80.01         45.4           5.293         4.694       138.0  
  1309.75        1309.69         70.24         44.7           5.408         5.306       138.0  
  1310.00        1309.99         54.42         44.3           5.523         5.918       138.0  
  1310.25        1310.30         32.41         43.4           5.638         6.530       138.1  
  1310.50        1310.46         39.22         42.8           5.753         7.142       138.1  
  1310.75        1310.60         45.00         42.1           5.868         7.754       138.1  
  1311.00        1310.91         69.98         41.5           6.032         8.626       138.1  
  1311.25        1311.21         43.16         40.9           6.978        12.188       138.2  
  1311.50        1311.52         29.86         40.2           8.625        18.388       138.2  
  1311.75        1311.82         22.50         39.6          10.272        24.588       138.2  
  1312.00        1311.96         19.41         39.0          11.919        30.788       138.2  
  1312.25        1312.13         15.81         38.3          13.565        36.988       138.3  
  1312.50        1312.43         10.90         37.7          15.212        43.188       138.3  
  1312.75        1312.74         33.93         37.1          16.859        49.387       138.3  
  1313.00        1313.04         27.92         36.8          18.506        55.587       138.4  
  1313.25        1313.21         31.38         36.4          19.868        60.715       138.4  
  1313.50        1313.34         34.06         36.1          19.529        57.190       138.4  
  1313.75        1313.65         38.81         35.8          19.241        54.185       138.4  
  1314.00        1313.95         43.56         35.4          18.952        51.181       138.5  
  1314.25        1314.26         47.87         35.1          18.663        48.176       138.5  
  1314.50        1314.56         61.48         34.7          18.375        45.171       138.5  
  1314.75        1314.71         51.39         34.6          18.086        42.166       138.5  
  1315.00        1314.87         40.64         34.4          17.778        38.959       138.6  
