~VERSION INFORMATION 
 VERS. 2.0: CWLS LOG ASCII STANDARD -VERSION 2.0 
 WRAP.  No: SINGLE LINE PER DEPTH STEP
~WELL INFORMATION BLOCK 
#MNEM.UNIT			     DATA			   DESCRIPTION OF MNEMONIC
#----------------------------------------------------------------------
 STRT.m                 445.00                         : Start Depth
 STOP.m                 1150.00                        : Stop  Depth
 STEP.m                 0.25                           : Step  Depth
 NULL.                   -999.25                       : Null value
 COMP.                   PEAK                          : Company Name
 WELL.                   BILABRI DX1                   : Well Name
 PATH.                   Original Path                 : Path Name
 FLD.                    BILABRI                       : Field Name
 LOC.                    BULFORD DOLPHIN               : Location
 PROV.                   Unused                        : Province
 SRVC.                   BAKER HUGHES INTEQ            : Service Company Name
 Date.DD/MM/YYYY         25/12/2005                    : Date
 UWI.                                                  : Unique Well ID
 TIMEZONE.Hrs            0                   : Time zone difference from GMT 
~CURVE INFORMATION
#MNEM.UNIT                 CURVE INFORMATION
#
#----------------------------------------------------------------------#
DEPTH.m                                      :   0 Depth Hole
DRLL_ROP_AVG.m/hr                            :   1 Average ROP
RACLM.Ohm.m                                  :   2 
RPCLM.Ohm.m                                  :   3 
RACHM.Ohm.m                                  :   4 
RPCHM.Ohm.m                                  :   5 
CALFM.in                                     :   6 
NPLFM.pu                                     :   7 
GRAFM.API                                    :   8 
BDCFM.g/cc                                   :   9 
DRHFM.g/cc                                   :   10 
TCDM.degF                                    :   11 
TVD.m                                        :   12 Vertical Depth
#
~Disclaimer
Baker Hughes INTEQ does not guarantee the accuracy  or correctness
of  interpretations  provided  in  or  from this  data. Since  all
interpretations  are  opinions based on measurements, Baker Hughes
INTEQ  shall  under no  circumstances   be  held  responsible  for
consequential damages or any other loss, costs, damages or expenses
incurred  or  sustained  in  connection  with  the use of any such
interpretations. Baker  Hughes INTEQ  disclaims  all expressed and
implied  warranties  related to  its  service which is governed by
Baker Hughes INTEQ's standard terms and conditions.
#
DEPTH             DRLL_ROP_AVG RACLM       RPCLM         RACHM       RPCHM        CALFM        NPLFM        GRAFM        BDCFM        DRHFM         TCDM          TVD          
  966.25         17.15      -999.25         1.80      -999.25         2.03      -999.25      -999.25        59.45      -999.25      -999.25       109.74       966.24
  966.50         19.05      -999.25         1.78      -999.25         1.99      -999.25      -999.25        47.78      -999.25      -999.25       109.74       966.49
  966.75        106.89      -999.25         1.67      -999.25         1.78      -999.25      -999.25        47.51      -999.25      -999.25       109.74       966.74
  967.00        106.91      -999.25         1.66      -999.25         1.99      -999.25      -999.25        50.07      -999.25      -999.25       109.74       966.99
  967.25        106.93      -999.25         1.57      -999.25         1.64      -999.25      -999.25        48.28      -999.25      -999.25       109.74       967.24
  967.50         17.91      -999.25         1.63      -999.25         2.01      -999.25      -999.25        46.33      -999.25      -999.25       109.74       967.49
  967.75        105.83      -999.25         1.64      -999.25         2.02      -999.25      -999.25        48.49      -999.25      -999.25       109.74       967.74
  968.00         96.32      -999.25         1.70      -999.25         2.04      -999.25      -999.25        54.49      -999.25      -999.25       109.74       967.99
  968.25         17.65      -999.25         1.59      -999.25         1.76      -999.25      -999.25        48.98      -999.25      -999.25       109.74       968.24
  968.50         18.52      -999.25         1.60      -999.25         1.91      -999.25      -999.25        51.41      -999.25      -999.25       109.74       968.49
  968.75         19.39      -999.25         1.54      -999.25         1.79      -999.25      -999.25        47.59      -999.25      -999.25       109.74       968.74
  969.00         81.16      -999.25         1.71      -999.25         1.83      -999.25      -999.25        49.49      -999.25      -999.25       109.74       968.99
  969.25         79.35      -999.25         1.63      -999.25         1.79      -999.25      -999.25        55.24      -999.25      -999.25       109.59       969.24
  969.50         78.12      -999.25         1.72      -999.25         1.74      -999.25      -999.25        52.72      -999.25      -999.25       109.44       969.49
  969.75         72.42      -999.25         1.67      -999.25         1.74      -999.25      -999.25        55.79      -999.25      -999.25       109.29       969.74
  970.00         70.60      -999.25         1.71      -999.25         1.72      -999.25      -999.25        60.33      -999.25      -999.25       109.51       969.99
  970.25         68.78      -999.25         1.73      -999.25         1.70      -999.25      -999.25        60.65      -999.25      -999.25       109.74       970.24
  970.50         65.35      -999.25         1.90      -999.25         1.83      -999.25      -999.25        54.60      -999.25      -999.25       109.74       970.49
  970.75         61.85      -999.25         1.87      -999.25         2.20      -999.25      -999.25        57.65      -999.25      -999.25       109.74       970.74
  971.00         61.32      -999.25         1.94      -999.25         2.74      -999.25      -999.25        60.89      -999.25      -999.25       109.74       970.99
  971.25         61.14      -999.25         1.84      -999.25         2.22      -999.25      -999.25        60.87      -999.25      -999.25       109.74       971.24
  971.50         60.95      -999.25         1.75      -999.25         1.95      -999.25      -999.25        51.66      -999.25      -999.25       109.74       971.49
  971.75         60.34      -999.25         1.68      -999.25         1.86      -999.25      -999.25        55.68      -999.25      -999.25       109.74       971.74
  972.00         59.66      -999.25         1.89      -999.25         2.39      -999.25      -999.25        61.43      -999.25      -999.25       109.74       971.99
  972.25         61.12      -999.25         1.97      -999.25         2.29      -999.25      -999.25        56.65      -999.25      -999.25       109.74       972.24
  972.50         62.65      -999.25         1.78      -999.25         1.90      -999.25      -999.25        57.40      -999.25      -999.25       109.74       972.49
  972.75         62.51      -999.25         1.74      -999.25         2.20      -999.25      -999.25        55.26      -999.25      -999.25       109.74       972.74
  973.00         62.36      -999.25         1.71      -999.25         1.62      -999.25      -999.25        56.58      -999.25      -999.25       109.74       972.99
  973.25         60.91      -999.25         1.58      -999.25         1.55      -999.25      -999.25        54.74      -999.25      -999.25       109.74       973.24
  973.50         59.71      -999.25         1.72      -999.25         2.11      -999.25      -999.25        48.56      -999.25      -999.25       109.74       973.49
  973.75         58.73      -999.25         1.68      -999.25         2.06      -999.25      -999.25        43.33      -999.25      -999.25       109.74       973.74
  974.00         58.68      -999.25         1.52      -999.25         1.84      -999.25      -999.25        40.82      -999.25      -999.25       109.74       973.99
  974.25         58.63      -999.25         1.50      -999.25         1.81      -999.25      -999.25        38.14      -999.25      -999.25       109.74       974.24
  974.50         58.56      -999.25         1.67      -999.25         2.07      -999.25      -999.25        39.20      -999.25      -999.25       109.74       974.49
  974.75         46.53      -999.25         1.69      -999.25         1.98      -999.25      -999.25        39.69      -999.25      -999.25       109.74       974.74
  975.00         50.27      -999.25         1.85      -999.25         2.26      -999.25      -999.25        40.12      -999.25      -999.25       109.74       974.99
  975.25         55.66      -999.25         1.98      -999.25         2.68      -999.25      -999.25        42.41      -999.25      -999.25       109.74       975.24
  975.50         57.81      -999.25         1.73      -999.25         1.99      -999.25      -999.25        40.33      -999.25      -999.25       109.74       975.49
  975.75         59.96      -999.25         1.77      -999.25         2.14      -999.25      -999.25        38.72      -999.25      -999.25       109.74       975.74
  976.00         59.64      -999.25         1.73      -999.25         2.10      -999.25      -999.25        38.85      -999.25      -999.25       109.74       975.99
  976.25         60.63      -999.25         1.67      -999.25         1.99      -999.25      -999.25        38.87      -999.25      -999.25       109.74       976.24
  976.50         62.08      -999.25         1.65      -999.25         1.94      -999.25      -999.25        39.23      -999.25      -999.25       109.74       976.49
  976.75         63.22      -999.25         1.62      -999.25         1.73      -999.25      -999.25        38.21      -999.25      -999.25       109.46       976.74
  977.00         64.36      -999.25         1.61      -999.25         1.72      -999.25      -999.25        38.49      -999.25      -999.25       109.18       976.99
  977.25         66.30      -999.25         1.66      -999.25         1.86      -999.25      -999.25        42.23      -999.25      -999.25       109.29       977.24
  977.50         70.02      -999.25         1.67      -999.25         1.82      -999.25      -999.25        43.15      -999.25      -999.25       109.40       977.49
  977.75         72.31      -999.25         1.80      -999.25         1.99      -999.25      -999.25        44.44      -999.25      -999.25       109.44       977.74
  978.00         70.89      -999.25         1.70      -999.25         1.93      -999.25      -999.25        49.32      -999.25      -999.25       109.47       977.99
  978.25         63.32      -999.25         1.76      -999.25         1.47      -999.25      -999.25        51.74      -999.25      -999.25       109.51       978.24
  978.50         55.75      -999.25         1.72      -999.25         1.71      -999.25      -999.25        51.41      -999.25      -999.25       109.18       978.49
  978.75         46.59      -999.25         1.69      -999.25         1.90      -999.25      -999.25        54.98      -999.25      -999.25       109.74       978.74
  979.00         44.00      -999.25         1.64      -999.25         1.61      -999.25      -999.25        53.04      -999.25      -999.25       109.74       978.99
  979.25         49.04      -999.25         1.70      -999.25         1.96      -999.25      -999.25        51.03      -999.25      -999.25       109.74       979.24
  979.50         50.70      -999.25         1.67      -999.25         2.05      -999.25      -999.25        48.73      -999.25      -999.25       109.74       979.49
  979.75         52.35      -999.25         1.60      -999.25         1.86      -999.25      -999.25        47.78      -999.25      -999.25       109.74       979.74
  980.00         56.01      -999.25         1.62      -999.25         1.96      -999.25      -999.25        48.65      -999.25      -999.25       109.40       979.99
  980.25         56.15      -999.25         1.44      -999.25         1.55      -999.25      -999.25        44.29      -999.25      -999.25       109.06       980.24
  980.50         53.85      -999.25         1.64      -999.25         1.85      -999.25      -999.25        40.26      -999.25      -999.25       109.29       980.49
  980.75         50.52      -999.25         1.70      -999.25         1.88      -999.25      -999.25        37.98      -999.25      -999.25       109.51       980.74
  981.00         49.62      -999.25         1.76      -999.25         1.91      -999.25      -999.25        42.60      -999.25      -999.25       109.74       980.99
  981.25         48.73      -999.25         1.67      -999.25         1.99      -999.25      -999.25        45.29      -999.25      -999.25       109.74       981.24
  981.50         49.42      -999.25         1.68      -999.25         2.04      -999.25      -999.25        41.39      -999.25      -999.25       109.74       981.49
  981.75         50.29      -999.25         1.82      -999.25         2.14      -999.25      -999.25        42.33      -999.25      -999.25       109.74       981.74
  982.00         51.31      -999.25         1.61      -999.25         1.94      -999.25      -999.25        44.72      -999.25      -999.25       109.57       981.99
  982.25         49.09      -999.25         1.64      -999.25         1.90      -999.25      -999.25        45.18      -999.25      -999.25       109.40       982.24
  982.50         43.83      -999.25         1.85      -999.25         2.48      -999.25      -999.25        50.11      -999.25      -999.25       109.74       982.49
  982.75         38.56      -999.25         1.69      -999.25         1.93      -999.25      -999.25        51.62      -999.25      -999.25       109.74       982.74
  983.00         32.96      -999.25         2.09      -999.25         3.09      -999.25      -999.25        73.95      -999.25      -999.25       109.74       982.99
  983.25         36.88      -999.25         2.17      -999.25         2.35      -999.25      -999.25        80.00      -999.25      -999.25       109.74       983.24
  983.50         42.65      -999.25         2.27      -999.25         2.80      -999.25      -999.25        82.99      -999.25      -999.25       109.68       983.49
  983.75         45.32      -999.25         2.24      -999.25         2.68      -999.25      -999.25        86.34      -999.25      -999.25       109.63       983.74
  984.00         47.99      -999.25         2.20      -999.25         2.41      -999.25      -999.25        90.65      -999.25      -999.25       109.68       983.99
  984.25         49.65      -999.25         2.15      -999.25         2.30      -999.25      -999.25        86.25      -999.25      -999.25       109.74       984.24
  984.50         45.54      -999.25         2.21      -999.25         2.36      -999.25      -999.25        91.07      -999.25      -999.25       109.74       984.49
  984.75         41.65      -999.25         2.25      -999.25         2.41      -999.25      -999.25        90.95      -999.25      -999.25       109.63       984.74
  985.00         49.15      -999.25         2.37      -999.25         2.72      -999.25      -999.25        89.13      -999.25      -999.25       109.46       984.99
  985.25         41.70      -999.25         2.46      -999.25         3.23      -999.25      -999.25        89.18      -999.25      -999.25       109.29       985.24
  985.50         34.26      -999.25         2.41      -999.25         2.91      -999.25      -999.25        88.53      -999.25      -999.25       106.25       985.49
  985.75         38.90      -999.25         2.50      -999.25         2.83      -999.25      -999.25        88.29      -999.25      -999.25       106.25       985.74
  986.00         48.24      -999.25         2.52      -999.25         2.93      -999.25      -999.25        90.23      -999.25      -999.25       106.25       985.99
  986.25         63.01      -999.25         2.11      -999.25         1.95      -999.25      -999.25        91.39      -999.25      -999.25       106.25       986.24
  986.50         59.45      -999.25         2.16      -999.25         2.01      -999.25      -999.25        89.53      -999.25      -999.25       106.25       986.49
  986.75         55.90      -999.25         2.35      -999.25         2.66      -999.25      -999.25        90.57      -999.25      -999.25       106.25       986.74
  987.00         69.85      -999.25         2.36      -999.25         2.59      -999.25      -999.25        91.65      -999.25      -999.25       106.25       986.99
  987.25         85.93      -999.25         2.35      -999.25         2.58      -999.25      -999.25        93.79      -999.25      -999.25       106.25       987.24
  987.50         61.60      -999.25         2.41      -999.25         2.72      -999.25      -999.25        88.15      -999.25      -999.25       106.25       987.49
  987.75         66.03      -999.25         2.27      -999.25         2.54      -999.25      -999.25        89.41      -999.25      -999.25       106.25       987.74
  988.00         62.97      -999.25         2.27      -999.25         2.27      -999.25      -999.25        95.69      -999.25      -999.25       106.25       987.99
  988.25         59.90      -999.25         2.46      -999.25         2.70      -999.25      -999.25        91.34      -999.25      -999.25       106.25       988.24
  988.50         54.34      -999.25         2.65      -999.25         3.27      -999.25      -999.25        92.91      -999.25      -999.25       106.25       988.49
  988.75         42.72      -999.25         2.33      -999.25         2.54      -999.25      -999.25        91.30      -999.25      -999.25       106.25       988.74
  989.00         19.40      -999.25         2.24      -999.25         2.48      -999.25      -999.25        88.61      -999.25      -999.25       106.25       988.99
  989.25         18.54      -999.25         2.31      -999.25         2.63      -999.25      -999.25        88.46      -999.25      -999.25       106.36       989.24
  989.50         17.67      -999.25         2.31      -999.25         2.68      -999.25      -999.25        92.69      -999.25      -999.25       106.59       989.49
  989.75         18.29      -999.25         2.29      -999.25         2.48      -999.25      -999.25        91.45      -999.25      -999.25       108.16       989.74
  990.00         18.67      -999.25         2.20      -999.25         2.47      -999.25      -999.25        94.06      -999.25      -999.25       106.36       989.99
  990.25         29.87      -999.25         2.39      -999.25         2.70      -999.25      -999.25        92.59      -999.25      -999.25       106.36       990.24
  990.50         33.61      -999.25         2.21      -999.25         2.28      -999.25      -999.25        92.34      -999.25      -999.25       106.36       990.49
  990.75         28.63      -999.25         2.26      -999.25         2.08      -999.25      -999.25        88.82      -999.25      -999.25       106.93       990.74
  991.00         23.66      -999.25         2.61      -999.25         2.97      -999.25      -999.25        92.51      -999.25      -999.25       109.40       990.99
  991.25         22.32      -999.25         2.63      -999.25         3.05      -999.25      -999.25        93.01      -999.25      -999.25       109.57       991.24
  991.50         20.25      -999.25         2.68      -999.25         3.30      -999.25      -999.25        92.27      -999.25      -999.25       109.74       991.49
  991.75         20.26      -999.25         2.46      -999.25         2.74      -999.25      -999.25        92.68      -999.25      -999.25       109.74       991.74
  992.00         19.84      -999.25         2.38      -999.25         2.50      -999.25      -999.25        92.08      -999.25      -999.25       109.74       991.99
  992.25         22.52      -999.25         2.27      -999.25         2.21      -999.25      -999.25        88.12      -999.25      -999.25       109.74       992.24
  992.50         25.19      -999.25         2.16      -999.25         2.10      -999.25      -999.25        89.19      -999.25      -999.25       109.74       992.49
  992.75         28.55      -999.25         2.14      -999.25         2.12      -999.25      -999.25        86.12      -999.25      -999.25       109.74       992.74
  993.00         28.98      -999.25         2.26      -999.25         2.33      -999.25      -999.25        77.96      -999.25      -999.25       109.74       992.99
  993.25         32.09      -999.25         2.54      -999.25         2.83      -999.25      -999.25        77.80      -999.25      -999.25       109.74       993.24
  993.50         35.03      -999.25         2.94      -999.25         3.34      -999.25      -999.25        78.24      -999.25      -999.25       109.74       993.49
  993.75         37.96      -999.25         2.90      -999.25         2.98      -999.25      -999.25        87.54      -999.25      -999.25       109.74       993.74
  994.00         37.27      -999.25         2.59      -999.25         3.15      -999.25      -999.25        90.46      -999.25      -999.25       109.74       993.99
  994.25         33.63      -999.25         2.51      -999.25         3.47      -999.25      -999.25        91.18      -999.25      -999.25       109.74       994.24
  994.50         31.83      -999.25         2.60      -999.25         3.20      -999.25      -999.25        96.05      -999.25      -999.25       109.74       994.49
  994.75         31.49      -999.25         2.50      -999.25         3.10      -999.25      -999.25        97.02      -999.25      -999.25       109.74       994.74
  995.00         31.64      -999.25         2.38      -999.25         2.56      -999.25      -999.25        96.22      -999.25      -999.25       109.74       994.99
  995.25         31.79      -999.25         2.50      -999.25         2.77      -999.25      -999.25        93.54      -999.25      -999.25       109.74       995.24
  995.50         31.50      -999.25         2.50      -999.25         2.83      -999.25      -999.25       100.21      -999.25      -999.25       109.74       995.49
  995.75         33.43      -999.25         2.52      -999.25         2.93      -999.25      -999.25       106.67      -999.25      -999.25       109.74       995.74
  996.00         33.97      -999.25         2.34      -999.25         2.81      -999.25      -999.25       115.27      -999.25      -999.25       109.74       995.99
  996.25         30.17      -999.25         2.34      -999.25         2.75      -999.25      -999.25       127.76      -999.25      -999.25       109.74       996.24
  996.50         26.36      -999.25         2.29      -999.25         2.64      -999.25      -999.25       124.38      -999.25      -999.25       109.74       996.49
  996.75         22.80      -999.25         2.31      -999.25         2.67      -999.25      -999.25       110.21      -999.25      -999.25       109.74       996.74
  997.00         18.99      -999.25         2.31      -999.25         2.35      -999.25      -999.25       103.32      -999.25      -999.25       109.74       996.99
  997.25         20.54      -999.25         2.59      -999.25         2.84      -999.25      -999.25       100.61      -999.25      -999.25       109.74       997.24
  997.50         28.56      -999.25         2.55      -999.25         2.82      -999.25      -999.25        98.00      -999.25      -999.25       109.74       997.49
  997.75         32.28      -999.25         2.44      -999.25         2.57      -999.25      -999.25        95.85      -999.25      -999.25       109.74       997.74
  998.00         36.00      -999.25         2.43      -999.25         2.65      -999.25      -999.25        96.86      -999.25      -999.25       109.74       997.99
  998.25         39.28      -999.25         2.36      -999.25         2.67      -999.25      -999.25        98.18      -999.25      -999.25       109.74       998.24
  998.50         41.36      -999.25         2.29      -999.25         2.50      -999.25      -999.25        97.05      -999.25      -999.25       109.74       998.49
  998.75         38.49      -999.25         2.25      -999.25         2.36      -999.25      -999.25        94.47      -999.25      -999.25       109.74       998.74
  999.00         38.78      -999.25         2.21      -999.25         2.27      -999.25      -999.25        98.38      -999.25      -999.25       109.74       998.99
  999.25         39.07      -999.25         2.22      -999.25         2.36      -999.25      -999.25        96.95      -999.25      -999.25       109.74       999.24
  999.50         35.07      -999.25         2.18      -999.25         2.43      -999.25      -999.25        96.12      -999.25      -999.25       109.74       999.49
  999.75         27.31      -999.25         2.28      -999.25         2.28      -999.25      -999.25        97.35      -999.25      -999.25       109.74       999.74
  1000.00         17.37      -999.25         2.19      -999.25         2.33      -999.25      -999.25        99.71      -999.25      -999.25       109.74       999.99
  1000.25         15.91      -999.25         2.20      -999.25         2.58      -999.25      -999.25        97.46      -999.25      -999.25       109.74      1000.24
  1000.50         15.58      -999.25         2.27      -999.25         2.52      -999.25      -999.25        96.78      -999.25      -999.25       109.74      1000.49
  1000.75         15.26      -999.25         2.16      -999.25         2.34      -999.25      -999.25        98.83      -999.25      -999.25       109.74      1000.74
  1001.00         15.43      -999.25         2.15      -999.25         2.40      -999.25      -999.25        95.26      -999.25      -999.25       109.74      1000.99
  1001.25         14.65      -999.25         2.23      -999.25         2.40      -999.25      -999.25        97.05      -999.25      -999.25       109.74      1001.24
  1001.50         13.69      -999.25         2.22      -999.25         2.45      -999.25      -999.25        98.11      -999.25      -999.25       109.74      1001.49
  1001.75         13.11      -999.25         2.17      -999.25         2.34      -999.25      -999.25        95.47      -999.25      -999.25       109.74      1001.74
  1002.00         12.53      -999.25         2.14      -999.25         2.30      -999.25      -999.25        94.84      -999.25      -999.25       109.74      1001.99
  1002.25         12.30      -999.25         1.96      -999.25         2.16      -999.25      -999.25        98.81      -999.25      -999.25       109.74      1002.24
  1002.50         13.50      -999.25         2.08      -999.25         2.24      -999.25      -999.25       103.39      -999.25      -999.25       109.74      1002.49
  1002.75         15.68      -999.25         2.06      -999.25         2.43      -999.25      -999.25       108.53      -999.25      -999.25       109.74      1002.74
  1003.00         21.76      -999.25         2.25      -999.25         2.45      -999.25      -999.25       112.97      -999.25      -999.25       109.68      1002.99
  1003.25         24.33      -999.25         2.49      -999.25         2.85      -999.25      -999.25       114.06      -999.25      -999.25       109.63      1003.24
  1003.50         26.89      -999.25         2.38      -999.25         2.53      -999.25      -999.25       103.24      -999.25      -999.25       109.63      1003.49
  1003.75         42.18      -999.25         2.38      -999.25         2.85      -999.25      -999.25       101.16      -999.25      -999.25       109.63      1003.74
  1004.00         58.77      -999.25         2.34      -999.25         2.84      -999.25      -999.25        99.04      -999.25      -999.25       109.63      1003.99
  1004.25         57.23      -999.25         2.39      -999.25         2.40      -999.25      -999.25       100.85      -999.25      -999.25       109.74      1004.24
  1004.50         58.19      -999.25         2.48      -999.25         3.23      -999.25      -999.25       103.17      -999.25      -999.25       109.74      1004.49
  1004.75         59.97      -999.25         2.27      -999.25         2.78      -999.25      -999.25       104.71      -999.25      -999.25       109.74      1004.74
  1005.00         61.76      -999.25         2.22      -999.25         2.52      -999.25      -999.25       100.44      -999.25      -999.25       109.74      1004.99
  1005.25         64.61      -999.25         2.47      -999.25         2.81      -999.25      -999.25        95.97      -999.25      -999.25       109.74      1005.24
  1005.50         67.00      -999.25         2.48      -999.25         2.97      -999.25      -999.25        95.57      -999.25      -999.25       109.74      1005.49
  1005.75         69.00      -999.25         2.24      -999.25         2.67      -999.25      -999.25        94.92      -999.25      -999.25       109.68      1005.74
  1006.00         69.74      -999.25         2.17      -999.25         2.64      -999.25      -999.25        75.68      -999.25      -999.25       109.63      1005.99
  1006.25         70.47      -999.25         1.91      -999.25         2.24      -999.25      -999.25        60.00      -999.25      -999.25       109.66      1006.24
  1006.50         62.36      -999.25         1.79      -999.25         1.94      -999.25      -999.25        52.86      -999.25      -999.25       109.70      1006.49
  1006.75         67.46      -999.25         1.69      -999.25         1.71      -999.25      -999.25        50.61      -999.25      -999.25       109.74      1006.74
  1007.00         75.17      -999.25         1.68      -999.25         1.83      -999.25      -999.25        49.32      -999.25      -999.25       109.74      1006.99
  1007.25         70.41      -999.25         1.78      -999.25         2.31      -999.25      -999.25        50.07      -999.25      -999.25       109.74      1007.24
  1007.50         72.08      -999.25         1.58      -999.25         2.02      -999.25      -999.25        54.94      -999.25      -999.25       109.74      1007.49
  1007.75         73.74      -999.25         1.67      -999.25         1.88      -999.25      -999.25        58.55      -999.25      -999.25       109.74      1007.74
  1008.00         67.57      -999.25         2.15      -999.25         2.46      -999.25      -999.25        63.77      -999.25      -999.25       109.74      1007.99
  1008.25         52.81      -999.25         2.63      -999.25         3.05      -999.25      -999.25        70.23      -999.25      -999.25       109.74      1008.24
  1008.50         43.50      -999.25         2.59      -999.25         2.95      -999.25      -999.25        87.10      -999.25      -999.25       109.74      1008.49
  1008.75         42.08      -999.25         2.54      -999.25         2.86      -999.25      -999.25        93.11      -999.25      -999.25       109.74      1008.74
  1009.00         40.66      -999.25         2.50      -999.25         2.76      -999.25      -999.25        99.12      -999.25      -999.25       109.74      1008.99
  1009.25         39.61      -999.25         1.63      -999.25         2.05      -999.25      -999.25       102.85      -999.25      -999.25       109.74      1009.24
  1009.50         33.24      -999.25         1.64      -999.25         2.04      -999.25      -999.25        97.05      -999.25      -999.25       109.74      1009.49
  1009.75         25.96      -999.25         1.58      -999.25         1.78      -999.25      -999.25        58.20      -999.25      -999.25       109.74      1009.74
  1010.00         16.96      -999.25         1.65      -999.25         1.95      -999.25      -999.25        51.64      -999.25      -999.25       109.74      1009.99
  1010.25         19.23      -999.25         1.71      -999.25         2.12      -999.25      -999.25        57.54      -999.25      -999.25       109.74      1010.24
  1010.50         21.50      -999.25         1.71      -999.25         2.10      -999.25      -999.25        56.79      -999.25      -999.25       109.74      1010.49
  1010.75         20.90      -999.25         1.71      -999.25         2.10      -999.25      -999.25        54.90      -999.25      -999.25       109.74      1010.74
  1011.00         20.39      -999.25         1.72      -999.25         2.21      -999.25      -999.25        53.32      -999.25      -999.25       109.74      1010.99
  1011.25         19.30      -999.25         1.71      -999.25         2.12      -999.25      -999.25        53.93      -999.25      -999.25       109.74      1011.24
  1011.50         20.24      -999.25         1.69      -999.25         2.05      -999.25      -999.25        56.90      -999.25      -999.25       109.74      1011.49
  1011.75         21.18      -999.25         1.64      -999.25         1.86      -999.25      -999.25        54.48      -999.25      -999.25       109.74      1011.74
  1012.00         24.78      -999.25         1.74      -999.25         1.65      -999.25      -999.25        57.33      -999.25      -999.25       109.74      1011.99
  1012.25         30.64      -999.25         1.71      -999.25         1.70      -999.25      -999.25        63.02      -999.25      -999.25       109.74      1012.24
  1012.50         35.54      -999.25         1.53      -999.25         1.89      -999.25      -999.25        65.45      -999.25      -999.25       109.74      1012.49
  1012.75         32.75      -999.25         1.73      -999.25         2.10      -999.25      -999.25        63.47      -999.25      -999.25       109.74      1012.74
  1013.00         34.20      -999.25         1.71      -999.25         1.97      -999.25      -999.25        68.34      -999.25      -999.25       109.74      1012.99
  1013.25         35.64      -999.25         1.74      -999.25         1.97      -999.25      -999.25        67.30      -999.25      -999.25       109.74      1013.24
  1013.50         39.23      -999.25         1.75      -999.25         2.03      -999.25      -999.25        68.42      -999.25      -999.25       109.74      1013.49
  1013.75         35.95      -999.25         1.78      -999.25         1.93      -999.25      -999.25        68.74      -999.25      -999.25       109.74      1013.74
  1014.00         32.46      -999.25         1.85      -999.25         2.00      -999.25      -999.25        75.45      -999.25      -999.25       109.74      1013.99
  1014.25         32.98      -999.25         2.10      -999.25         2.45      -999.25      -999.25        82.24      -999.25      -999.25       109.74      1014.24
  1014.50         31.83      -999.25         2.09      -999.25         2.52      -999.25      -999.25        87.69      -999.25      -999.25       109.74      1014.49
  1014.75         30.68      -999.25         2.08      -999.25         2.48      -999.25      -999.25        87.09      -999.25      -999.25       109.74      1014.74
  1015.00         32.97      -999.25         2.23      -999.25         2.41      -999.25      -999.25        79.74      -999.25      -999.25       109.74      1014.99
  1015.25         33.74      -999.25         2.28      -999.25         2.57      -999.25      -999.25        82.65      -999.25      -999.25       109.74      1015.24
  1015.50         33.63      -999.25         2.27      -999.25         2.51      -999.25      -999.25        88.54      -999.25      -999.25       109.74      1015.49
  1015.75         27.57      -999.25         2.32      -999.25         2.56      -999.25      -999.25        89.65      -999.25      -999.25       109.74      1015.74
  1016.00         21.52      -999.25         2.33      -999.25         2.69      -999.25      -999.25        92.90      -999.25      -999.25       108.56      1015.99
  1016.25         41.75      -999.25         2.34      -999.25         2.65      -999.25      -999.25        93.36      -999.25      -999.25       107.38      1016.24
  1016.50        115.21      -999.25         2.34      -999.25         2.62      -999.25      -999.25        92.61      -999.25      -999.25       109.74      1016.49
  1016.75         80.07      -999.25         2.34      -999.25         2.58      -999.25      -999.25        91.85      -999.25      -999.25       109.74      1016.74
  1017.00         81.50      -999.25         2.34      -999.25         2.54      -999.25      -999.25        91.09      -999.25      -999.25       109.74      1016.99
  1017.25         86.69      -999.25         2.35      -999.25         2.51      -999.25      -999.25        90.34      -999.25      -999.25       109.63      1017.24
  1017.50         91.89      -999.25         2.35      -999.25         2.47      -999.25      -999.25        89.58      -999.25      -999.25       109.51      1017.49
  1017.75         55.93      -999.25         2.35      -999.25         2.43      -999.25      -999.25        88.83      -999.25      -999.25       109.74      1017.74
  1018.00         38.88      -999.25         2.07      -999.25         2.91      -999.25      -999.25        88.07      -999.25      -999.25       109.74      1017.99
  1018.25         29.04      -999.25         2.12      -999.25         2.38      -999.25      -999.25        90.04      -999.25      -999.25       109.74      1018.24
  1018.50         25.99      -999.25         1.84      -999.25         2.14      -999.25      -999.25        91.66      -999.25      -999.25       109.74      1018.49
  1018.75         22.94      -999.25         1.73      -999.25         1.89      -999.25      -999.25        88.64      -999.25      -999.25       109.74      1018.74
  1019.00         20.38      -999.25         1.90      -999.25         2.30      -999.25      -999.25        90.42      -999.25      -999.25       109.74      1018.99
  1019.25         21.73      -999.25         2.32      -999.25         2.35      -999.25      -999.25        89.05      -999.25      -999.25       109.74      1019.24
  1019.50         47.58      -999.25         2.46      -999.25         2.43      -999.25      -999.25        90.37      -999.25      -999.25       109.74      1019.49
  1019.75         65.14      -999.25         2.32      -999.25         2.39      -999.25      -999.25        91.67      -999.25      -999.25       109.74      1019.74
  1020.00         66.88      -999.25         1.89      -999.25         2.10      -999.25      -999.25        87.65      -999.25      -999.25       109.74      1019.99
